Date,Days_after_First_Cases,Cases_Domestic,Deaths_Domestic,DailyConfirmed_Domestic,DailyDeath_Domestic,Cases_Capital,Deaths_Capital,DailyConfirmed_Capital,DailyDeath_Capital,Cases_NonCapital,Deaths_NonCapital,DailyConfirmed_NonCapital,DailyDeath_NonCapital,Cases_Chungcheong,Deaths_Chungcheong,DailyConfirmed_Chungcheong,DailyDeath_Chungcheong,Cases_Honam,Deaths_Honam,DailyConfirmed_Honam,DailyDeath_Honam,Cases_Gyeongbuk,Deaths_Gyeongbuk,DailyConfirmed_Gyeongbuk,DailyDeath_Gyeongbuk,Cases_Gyeongnam,Deaths_Gyeongnam,DailyConfirmed_Gyeongnam,DailyDeath_Gyeongnam,Cases_Gangwon,Deaths_Gangwon,DailyConfirmed_Gangwon,DailyDeath_Gangwon,Cases_Jeju,Deaths_Jeju,DailyConfirmed_Jeju,DailyDeath_Jeju
2020-01-20,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-21,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-22,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,5,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,7,3,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,8,4,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,9,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,10,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,11,7,0,3,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,12,11,0,4,0,10,0,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,13,12,0,1,0,11,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,14,15,0,3,0,14,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,15,15,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,16,16,0,1,0,14,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,17,18,0,2,0,16,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,18,23,0,5,0,21,0,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,19,24,0,1,0,22,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,20,24,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,21,27,0,3,0,25,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,22,27,0,0,0,25,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,23,29,0,2,0,27,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,24,29,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,25,29,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,26,29,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,27,29,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,28,29,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,29,29,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,30,30,0,1,0,27,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,31,52,0,22,0,34,0,7,0,18,0,15,0,0,0,0,0,2,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,32,104,1,52,1,36,0,2,0,68,1,50,1,0,0,0,0,2,0,0,0,30,0,19,0,8,0,8,0,0,0,0,0,0,0,0,0
2020-02-21,33,204,1,100,0,43,0,7,0,161,1,93,0,2,0,2,0,5,0,3,0,111,0,81,0,9,0,1,0,0,0,0,0,1,0,1,0
2020-02-22,34,433,3,229,2,52,0,9,0,381,3,220,2,7,0,5,0,10,0,5,0,196,0,85,0,13,0,4,0,6,0,6,0,1,0,0,0
2020-02-23,35,602,4,169,1,57,0,5,0,545,4,164,1,8,0,1,0,12,0,2,0,313,1,117,1,21,0,8,0,6,0,0,0,2,0,1,0
2020-02-24,36,833,8,231,4,72,0,15,0,761,8,216,4,8,0,0,0,13,0,1,0,486,2,173,1,37,0,16,0,6,0,0,0,2,0,0,0
2020-02-25,37,977,12,144,4,85,0,13,0,892,12,131,4,11,0,3,0,13,0,0,0,548,6,62,4,47,0,10,0,6,0,0,0,2,0,0,0
2020-02-26,38,1261,13,284,1,103,1,18,1,1158,12,266,0,14,0,3,0,13,0,0,0,715,6,167,0,65,0,18,0,6,0,0,0,2,0,0,0
2020-02-27,39,1766,13,505,0,121,1,18,0,1645,12,487,0,30,0,16,0,15,0,2,0,1140,6,425,0,84,0,19,0,6,0,0,0,2,0,0,0
2020-02-28,40,2337,13,571,0,138,1,17,0,2199,12,554,0,58,0,28,0,15,0,0,0,1589,6,449,0,114,0,30,0,7,0,1,0,2,0,0,0
2020-02-29,41,3150,17,813,4,165,1,27,0,2985,16,786,4,79,0,21,0,17,0,2,0,2246,10,657,4,152,0,38,0,7,0,0,0,2,0,0,0
2020-03-01,42,3736,18,586,1,182,1,17,0,3554,17,569,1,93,0,14,0,18,0,1,0,2715,11,469,1,171,0,19,0,15,0,8,0,2,0,0,0
2020-03-02,43,4212,22,476,4,190,1,8,0,4022,21,468,4,104,0,11,0,20,0,2,0,3092,15,377,4,186,0,15,0,19,0,4,0,2,0,0,0
2020-03-03,44,4812,28,600,6,199,1,9,0,4613,27,591,6,107,0,3,0,23,0,3,0,3612,21,520,6,191,0,5,0,20,0,1,0,3,0,1,0
2020-03-04,45,5327,32,515,4,209,1,10,0,5118,31,505,4,109,0,2,0,24,0,1,0,4018,25,406,4,197,0,6,0,21,0,1,0,3,0,0,0
2020-03-05,46,5766,34,439,2,222,1,13,0,5544,33,426,2,115,0,6,0,24,0,0,0,4340,27,322,2,201,0,4,0,23,0,2,0,4,0,1,0
2020-03-06,47,6284,41,518,7,234,1,12,0,6050,40,506,7,124,0,9,0,24,0,0,0,4709,30,369,3,208,0,7,0,25,0,2,0,4,0,0,0
2020-03-07,48,6767,43,483,2,247,1,13,0,6520,42,470,2,132,0,8,0,24,0,0,0,5104,31,395,1,211,0,3,0,26,1,1,1,4,0,0,0
2020-03-08,49,7134,50,367,7,270,1,23,0,6864,49,344,7,143,0,11,0,24,0,0,0,5405,35,301,4,218,0,7,0,27,1,1,0,4,0,0,0
2020-03-09,50,7382,51,248,1,292,1,22,0,7090,50,226,1,151,0,8,0,26,0,2,0,5596,35,191,0,222,0,4,0,28,1,1,0,4,0,0,0
2020-03-10,51,7513,54,131,3,317,1,25,0,7196,53,106,3,155,0,4,0,26,0,0,0,5688,38,92,3,224,0,2,0,28,1,0,0,4,0,0,0
2020-03-11,52,7755,60,242,6,393,1,76,0,7362,59,166,6,167,0,12,0,26,0,0,0,5821,44,133,6,235,0,11,0,29,1,1,0,4,0,0,0
2020-03-12,53,7869,66,114,6,415,1,22,0,7454,65,92,6,176,0,9,0,26,0,0,0,5894,48,73,4,238,0,3,0,29,1,0,0,4,0,0,0
2020-03-13,54,7979,67,110,1,437,2,22,1,7542,65,88,0,196,0,20,0,26,0,0,0,5955,48,61,0,242,0,4,0,29,1,0,0,4,0,0,0
2020-03-14,55,8086,72,107,5,466,3,29,1,7620,69,78,4,203,0,7,0,26,0,0,0,6018,51,63,3,245,0,3,0,29,1,0,0,4,0,0,0
2020-03-15,56,8162,75,76,3,488,3,22,0,7674,72,54,3,207,0,4,0,27,0,1,0,6062,53,44,2,249,1,4,1,29,1,0,0,4,0,0,0
2020-03-16,57,8232,75,70,0,514,3,26,0,7718,72,44,0,208,0,1,0,27,0,0,0,6097,53,35,0,250,1,1,0,29,1,0,0,4,0,0,0
2020-03-17,58,8314,81,82,6,558,3,44,0,7756,78,38,6,208,0,0,0,27,0,0,0,6129,57,32,4,250,1,0,0,29,1,0,0,4,0,0,0
2020-03-18,59,8402,84,88,3,579,3,21,0,7823,81,67,3,213,0,5,0,31,0,4,0,6176,58,47,1,255,1,5,0,30,1,1,0,4,0,0,0
2020-03-19,60,8549,91,147,7,609,3,30,0,7940,88,117,7,214,0,1,0,32,0,1,0,6274,65,98,7,261,1,6,0,30,1,0,0,4,0,0,0
2020-03-20,61,8635,94,86,3,644,3,35,0,7991,91,51,3,215,0,1,0,33,0,1,0,6308,67,34,2,263,1,2,0,30,1,0,0,4,0,0,0
2020-03-21,62,8776,102,141,8,675,3,31,0,8101,99,110,8,216,0,1,0,33,0,0,0,6378,73,70,6,263,1,0,0,30,1,0,0,4,0,0,0
2020-03-22,63,8863,104,87,2,701,3,26,0,8162,101,61,2,220,0,4,0,35,0,2,0,6422,75,44,2,264,1,1,0,30,1,0,0,4,0,0,0
2020-03-23,64,8914,111,51,7,721,3,20,0,8193,108,31,7,223,0,3,0,35,0,0,0,6448,82,26,7,265,1,1,0,30,1,0,0,4,0,0,0
2020-03-24,65,8970,120,56,9,741,4,20,1,8229,116,36,8,224,0,1,0,35,0,0,0,6480,88,32,6,267,1,2,0,30,1,0,0,4,0,0,0
2020-03-25,66,9036,126,66,6,776,4,35,0,8260,122,31,6,229,0,5,0,37,0,2,0,6494,92,14,4,272,1,5,0,31,1,1,0,6,0,2,0
2020-03-26,67,9110,131,74,5,804,4,28,0,8306,127,46,5,237,0,8,0,37,0,0,0,6521,94,27,2,273,2,1,1,31,1,0,0,6,0,0,0
2020-03-27,68,9188,139,78,8,830,4,26,0,8358,135,52,8,240,0,3,0,38,0,1,0,6557,98,36,4,276,2,3,0,31,1,0,0,7,0,1,0
2020-03-28,69,9310,144,122,5,874,5,44,1,8436,139,78,4,242,0,2,0,38,0,0,0,6628,101,71,3,279,2,3,0,32,1,1,0,8,0,1,0
2020-03-29,70,9394,152,84,8,916,5,42,0,8478,147,42,8,248,0,6,0,41,0,3,0,6651,106,23,5,283,3,4,1,34,1,2,0,8,0,0,0
2020-03-30,71,9459,158,65,6,947,5,31,0,8512,153,34,6,251,0,3,0,42,0,1,0,6668,111,17,5,284,3,1,0,36,1,2,0,9,0,1,0
2020-03-31,72,9569,162,110,4,990,6,43,1,8579,156,67,3,254,0,3,0,42,0,0,0,6728,114,60,3,286,3,2,0,36,1,0,0,9,0,0,0
2020-04-01,73,9663,165,94,3,1042,6,52,0,8621,159,42,3,257,0,3,0,50,0,8,0,6748,115,20,1,292,4,6,1,38,1,2,0,9,0,0,0
2020-04-02,74,9734,169,71,4,1077,6,35,0,8657,163,36,4,259,0,2,0,53,0,3,0,6769,117,21,2,295,4,3,0,39,1,1,0,9,0,0,0
2020-04-03,75,9798,174,64,5,1119,6,42,0,8679,168,22,5,261,0,2,0,56,0,3,0,6779,121,10,4,296,4,1,0,41,1,2,0,9,0,0,0
2020-04-04,76,9877,177,79,3,1167,6,48,0,8710,171,31,3,262,0,1,0,56,0,0,0,6806,122,27,1,297,4,1,0,42,1,1,0,9,0,0,0
2020-04-05,77,9934,183,57,6,1203,7,36,1,8731,176,21,5,263,0,1,0,58,0,2,0,6813,127,7,5,297,4,0,0,45,1,3,0,12,0,3,0
2020-04-06,78,9974,186,40,3,1223,7,20,0,8751,179,20,3,266,0,3,0,58,0,0,0,6826,129,13,2,298,4,1,0,45,1,0,0,12,0,0,0
2020-04-07,79,10007,192,33,6,1237,7,14,0,8770,185,19,6,267,0,1,0,58,0,0,0,6839,134,13,5,300,4,2,0,47,1,2,0,12,0,0,0
2020-04-08,80,10046,200,39,8,1258,12,21,5,8788,188,18,3,267,0,0,0,59,0,1,0,6848,137,9,3,302,4,2,0,49,1,2,0,12,0,0,0
2020-04-09,81,10075,204,29,4,1280,13,22,1,8795,191,7,3,268,0,1,0,59,0,0,0,6852,139,4,2,303,4,1,0,49,1,0,0,12,0,0,0
2020-04-10,82,10098,208,23,4,1295,13,15,0,8803,195,8,4,268,0,0,0,59,0,0,0,6852,142,0,3,304,4,1,0,49,1,0,0,12,0,0,0
2020-04-11,83,10122,211,24,3,1308,13,13,0,8814,198,11,3,268,0,0,0,59,0,0,0,6859,145,7,3,305,4,1,0,49,1,0,0,12,0,0,0
2020-04-12,84,10136,214,14,3,1316,14,8,1,8820,200,6,2,269,0,1,0,59,0,0,0,6861,146,2,1,306,4,1,0,49,1,0,0,12,0,0,0
2020-04-13,85,10155,217,19,3,1328,15,12,1,8827,202,7,2,269,0,0,0,59,0,0,0,6864,147,3,1,306,4,0,0,49,1,0,0,12,0,0,0
2020-04-14,86,10175,222,20,5,1339,15,11,0,8836,207,9,5,269,0,0,0,59,0,0,0,6867,152,3,5,307,4,1,0,49,1,0,0,12,0,0,0
2020-04-15,87,10198,225,23,3,1350,15,11,0,8848,210,12,3,269,0,0,0,60,0,1,0,6868,155,1,3,308,4,1,0,51,1,2,0,13,0,1,0
2020-04-16,88,10216,229,18,4,1356,16,6,1,8860,213,12,3,269,0,0,0,60,0,0,0,6872,158,4,3,311,4,3,0,52,1,1,0,13,0,0,0
2020-04-17,89,10227,230,11,1,1360,16,4,0,8867,214,7,1,270,0,1,0,62,0,2,0,6872,159,0,1,311,4,0,0,52,1,0,0,13,0,0,0
2020-04-18,90,10241,232,14,2,1366,16,6,0,8875,216,8,2,271,0,1,0,62,0,0,0,6875,160,3,1,313,4,2,0,53,1,1,0,13,0,0,0
2020-04-19,91,10247,234,6,2,1369,16,3,0,8878,218,3,2,271,0,0,0,62,0,0,0,6877,161,2,1,313,4,0,0,53,2,0,1,13,0,0,0
2020-04-20,92,10256,236,9,2,1372,16,3,0,8884,220,6,2,271,0,0,0,62,0,0,0,6878,163,1,2,316,4,3,0,53,2,0,0,13,0,0,0
2020-04-21,93,10262,237,6,1,1376,16,4,0,8886,221,2,1,271,0,0,0,62,0,0,0,6880,164,2,1,316,4,0,0,53,2,0,0,13,0,0,0
2020-04-22,94,10271,238,9,1,1378,16,2,0,8893,222,7,1,272,0,1,0,62,0,0,0,6881,165,1,1,318,4,2,0,53,2,0,0,13,0,0,0
2020-04-23,95,10277,240,6,2,1379,16,1,0,8898,224,5,2,272,0,0,0,62,0,0,0,6885,166,4,1,319,4,1,0,53,2,0,0,13,0,0,0
2020-04-24,96,10282,240,5,0,1380,16,1,0,8902,224,4,0,272,0,0,0,62,0,0,0,6887,166,2,0,320,4,1,0,53,2,0,0,13,0,0,0
2020-04-25,97,10288,240,6,0,1383,16,3,0,8905,224,3,0,272,0,0,0,62,0,0,0,6890,166,3,0,320,4,0,0,53,2,0,0,13,0,0,0
2020-04-26,98,10297,242,9,2,1389,16,6,0,8908,226,3,2,272,0,0,0,63,0,1,0,6891,168,1,2,321,4,1,0,53,2,0,0,13,0,0,0
2020-04-27,99,10302,243,5,1,1392,16,3,0,8910,227,2,1,273,0,1,0,63,0,0,0,6892,169,1,1,322,4,1,0,53,2,0,0,13,0,0,0
2020-04-28,100,10313,244,11,1,1400,16,8,0,8913,228,3,1,273,0,0,0,63,0,0,0,6894,170,2,1,322,4,0,0,53,2,0,0,13,0,0,0
2020-04-29,101,10319,246,6,2,1402,17,2,1,8917,229,4,1,274,0,1,0,63,0,0,0,6897,171,3,1,323,4,1,0,53,2,0,0,13,0,0,0
2020-04-30,102,10319,247,0,1,1402,17,0,0,8917,230,0,1,274,0,0,0,63,0,0,0,6897,172,0,1,323,4,0,0,53,2,0,0,13,0,0,0
2020-05-01,103,10324,248,5,1,1406,18,4,1,8918,230,1,0,274,0,0,0,63,0,0,0,6897,172,0,0,323,4,0,0,53,2,0,0,13,0,0,0
2020-05-02,104,10327,250,3,2,1408,18,2,0,8919,232,1,2,274,0,0,0,63,0,0,0,6897,174,0,2,324,4,1,0,53,2,0,0,13,0,0,0
2020-05-03,105,10335,250,8,0,1412,18,4,0,8923,232,4,0,274,0,0,0,63,0,0,0,6901,174,4,0,324,4,0,0,53,2,0,0,13,0,0,0
2020-05-04,106,10339,252,4,2,1414,18,2,0,8925,234,2,2,274,1,0,1,64,0,1,0,6901,174,0,0,325,4,1,0,53,2,0,0,13,0,0,0
2020-05-05,107,10340,254,1,2,1415,18,1,0,8925,236,0,2,274,1,0,0,64,0,0,0,6901,176,0,2,325,4,0,0,53,2,0,0,13,0,0,0
2020-05-06,108,10340,255,0,1,1415,18,0,0,8925,237,0,1,274,1,0,0,64,0,0,0,6901,177,0,1,325,4,0,0,53,2,0,0,13,0,0,0
2020-05-07,109,10343,256,3,1,1416,18,1,0,8927,238,2,1,276,1,2,0,64,0,0,0,6902,178,1,1,325,4,0,0,53,2,0,0,13,0,0,0
2020-05-08,110,10352,256,9,0,1418,18,2,0,8934,238,7,0,277,1,1,0,65,0,1,0,6906,178,4,0,327,4,2,0,53,2,0,0,13,0,0,0
2020-05-09,111,10370,256,18,0,1435,18,17,0,8935,238,1,0,277,1,0,0,65,0,0,0,6906,178,0,0,328,4,1,0,53,2,0,0,13,0,0,0
2020-05-10,112,10398,256,28,0,1458,18,23,0,8940,238,5,0,279,1,2,0,65,0,0,0,6910,178,4,0,328,4,0,0,53,2,0,0,14,0,1,0
2020-05-11,113,10430,256,32,0,1485,18,27,0,8945,238,5,0,283,1,4,0,65,0,0,0,6913,178,3,0,328,4,0,0,54,2,1,0,14,0,0,0
2020-05-12,114,10456,258,26,2,1506,18,21,0,8950,240,5,2,285,1,2,0,65,0,0,0,6914,179,1,1,328,4,0,0,54,2,0,0,14,0,0,0
2020-05-13,115,10481,259,25,1,1522,19,16,1,8959,240,9,0,285,1,0,0,66,0,1,0,6917,179,3,0,332,4,4,0,54,2,0,0,14,0,0,0
2020-05-14,116,10510,260,29,1,1544,20,22,1,8966,240,7,0,289,1,4,0,67,0,1,0,6920,179,3,0,333,4,1,0,55,2,1,0,14,0,0,0
2020-05-15,117,10536,260,26,0,1566,20,22,0,8970,240,4,0,289,1,0,0,68,0,1,0,6923,179,3,0,333,4,0,0,55,2,0,0,14,0,0,0
2020-05-16,118,10547,262,11,2,1575,20,9,0,8972,242,2,2,290,1,1,0,68,0,0,0,6925,181,2,2,333,4,0,0,55,2,0,0,14,0,0,0
2020-05-17,119,10556,262,9,0,1580,20,5,0,8976,242,4,0,291,1,1,0,68,0,0,0,6926,181,1,0,333,4,0,0,55,2,0,0,14,0,0,0
2020-05-18,120,10564,263,8,1,1584,20,4,0,8980,243,4,1,294,1,3,0,68,0,0,0,6930,182,4,1,333,4,0,0,55,2,0,0,14,0,0,0
2020-05-19,121,10577,263,13,0,1593,20,9,0,8984,243,4,0,294,1,0,0,68,0,0,0,6930,182,0,0,337,4,4,0,55,2,0,0,14,0,0,0
2020-05-20,122,10607,263,30,0,1621,20,28,0,8986,243,2,0,294,1,0,0,69,0,1,0,6931,182,1,0,337,4,0,0,55,2,0,0,14,0,0,0
2020-05-21,123,10618,264,11,1,1631,21,10,1,8987,243,1,0,295,1,1,0,69,0,0,0,6931,182,0,0,338,4,1,0,55,2,0,0,14,0,0,0
2020-05-22,124,10631,264,13,0,1640,21,9,0,8991,243,4,0,295,1,0,0,69,0,0,0,6931,182,0,0,339,4,1,0,55,2,0,0,14,0,0,0
2020-05-23,125,10651,266,20,2,1657,22,17,1,8994,244,3,1,296,1,1,0,69,0,0,0,6932,183,1,1,339,4,0,0,55,2,0,0,14,0,0,0
2020-05-24,126,10672,266,21,0,1671,22,14,0,9001,244,7,0,296,1,0,0,69,0,0,0,6932,183,0,0,339,4,0,0,56,2,1,0,14,0,0,0
2020-05-25,127,10687,267,15,1,1684,23,13,1,9003,244,2,0,296,1,0,0,69,0,0,0,6933,183,1,0,339,4,0,0,56,2,0,0,14,0,0,0
2020-05-26,128,10704,269,17,2,1698,23,14,0,9006,246,3,2,297,1,1,0,69,0,0,0,6935,184,2,1,339,4,0,0,56,3,0,1,14,0,0,0
2020-05-27,129,10743,269,39,0,1734,23,36,0,9009,246,3,0,297,1,0,0,69,0,0,0,6938,184,3,0,339,4,0,0,56,3,0,0,14,0,0,0
2020-05-28,130,10815,269,72,0,1801,23,67,0,9014,246,5,0,298,1,1,0,69,0,0,0,6940,184,2,0,341,4,2,0,56,3,0,0,14,0,0,0
2020-05-29,131,10873,269,58,0,1859,23,58,0,9014,246,0,0,298,1,0,0,69,0,0,0,6940,184,0,0,341,4,0,0,56,3,0,0,14,0,0,0
2020-05-30,132,10907,269,34,0,1886,23,27,0,9021,246,7,0,298,1,0,0,72,0,3,0,6942,184,2,0,342,4,1,0,57,3,1,0,14,0,0,0
2020-05-31,133,10934,270,27,1,1907,23,21,0,9027,247,6,1,299,1,1,0,72,0,0,0,6943,185,1,1,345,4,3,0,57,3,0,0,15,0,1,0
2020-06-01,134,10967,271,33,1,1938,23,31,0,9029,248,2,1,299,1,0,0,73,0,1,0,6944,186,1,1,345,4,0,0,57,3,0,0,15,0,0,0
2020-06-02,135,11004,272,37,1,1975,23,37,0,9029,249,0,1,299,1,0,0,73,0,0,0,6944,187,0,1,345,4,0,0,57,3,0,0,15,0,0,0
2020-06-03,136,11053,273,49,1,2023,23,48,0,9030,250,1,1,299,1,0,0,73,0,0,0,6945,188,1,1,345,4,0,0,57,3,0,0,15,0,0,0
2020-06-04,137,11090,273,37,0,2059,23,36,0,9031,250,1,0,299,1,0,0,73,0,0,0,6945,188,0,0,345,4,0,0,57,3,0,0,15,0,0,0
2020-06-05,138,11128,273,38,0,2093,23,34,0,9035,250,4,0,300,1,1,0,73,0,0,0,6946,188,1,0,346,4,1,0,57,3,0,0,15,0,0,0
2020-06-06,139,11174,273,46,0,2135,23,42,0,9039,250,4,0,301,1,1,0,73,0,0,0,6946,188,0,0,347,4,1,0,58,3,1,0,15,0,0,0
2020-06-07,140,11229,273,55,0,2187,23,52,0,9042,250,3,0,302,1,1,0,73,0,0,0,6948,188,2,0,348,4,1,0,58,3,0,0,15,0,0,0
2020-06-08,141,11264,273,35,0,2221,23,34,0,9043,250,1,0,302,1,0,0,73,0,0,0,6949,188,1,0,348,4,0,0,58,3,0,0,15,0,0,0
2020-06-09,142,11302,274,38,1,2256,24,35,1,9046,250,3,0,304,1,2,0,73,0,0,0,6949,188,0,0,350,4,2,0,58,3,0,0,15,0,0,0
2020-06-10,143,11346,276,44,2,2297,26,41,2,9049,250,3,0,304,1,0,0,73,0,0,0,6949,188,0,0,350,4,0,0,59,3,1,0,15,0,0,0
2020-06-11,144,11389,276,43,0,2340,26,43,0,9049,250,0,0,304,1,0,0,73,0,0,0,6949,188,0,0,350,4,0,0,59,3,0,0,15,0,0,0
2020-06-12,145,11435,277,46,1,2385,26,45,0,9050,251,1,1,304,1,0,0,73,0,0,0,6950,189,1,1,350,4,0,0,59,3,0,0,15,0,0,0
2020-06-13,146,11482,277,47,0,2428,26,43,0,9054,251,4,0,305,1,1,0,73,0,0,0,6953,189,3,0,351,4,1,0,59,3,0,0,15,0,0,0
2020-06-14,147,11515,277,33,0,2458,26,30,0,9057,251,3,0,305,1,0,0,73,0,0,0,6955,189,2,0,351,4,0,0,60,3,1,0,15,0,0,0
2020-06-15,148,11544,277,29,0,2483,26,25,0,9061,251,4,0,306,1,1,0,73,0,0,0,6955,189,0,0,352,4,1,0,60,3,0,0,15,0,0,0
2020-06-16,149,11569,278,25,1,2502,27,19,1,9067,251,6,0,309,1,3,0,73,0,0,0,6955,189,0,0,353,4,1,0,60,3,0,0,15,0,0,0
2020-06-17,150,11605,279,36,1,2530,28,28,1,9075,251,8,0,315,1,6,0,73,0,0,0,6956,189,1,0,354,4,1,0,60,3,0,0,16,0,1,0
2020-06-18,151,11660,280,55,1,2572,29,42,1,9088,251,13,0,326,1,11,0,74,0,1,0,6957,189,1,0,357,4,3,0,60,3,0,0,16,0,0,0
2020-06-19,152,11698,280,38,0,2601,29,29,0,9097,251,9,0,332,1,6,0,74,0,0,0,6957,189,0,0,357,4,0,0,60,3,0,0,19,0,3,0
2020-06-20,153,11747,280,49,0,2637,29,36,0,9110,251,13,0,339,1,7,0,75,0,1,0,6959,189,2,0,361,4,4,0,60,3,0,0,19,0,0,0
2020-06-21,154,11791,280,44,0,2664,29,27,0,9127,251,17,0,351,1,12,0,76,0,1,0,6960,189,1,0,362,4,1,0,62,3,2,0,19,0,0,0
2020-06-22,155,11808,280,17,0,2676,29,12,0,9132,251,5,0,353,1,2,0,77,0,1,0,6961,189,1,0,364,4,2,0,62,3,0,0,19,0,0,0
2020-06-23,156,11828,281,20,1,2690,30,14,1,9138,251,6,0,358,1,5,0,77,0,0,0,6963,189,2,0,364,4,0,0,62,3,0,0,19,0,0,0
2020-06-24,157,11867,281,39,0,2711,30,21,0,9156,251,18,0,367,1,9,0,78,0,1,0,6965,189,2,0,369,4,5,0,63,3,1,0,19,0,0,0
2020-06-25,158,11891,282,24,1,2730,31,19,1,9161,251,5,0,372,1,5,0,78,0,0,0,6965,189,0,0,370,4,1,0,63,3,0,0,19,0,0,0
2020-06-26,159,11923,282,32,0,2753,31,23,0,9170,251,9,0,379,1,7,0,78,0,0,0,6965,189,0,0,373,4,3,0,64,3,1,0,19,0,0,0
2020-06-27,160,11963,282,40,0,2788,31,35,0,9175,251,5,0,382,1,3,0,79,0,1,0,6967,189,2,0,373,4,0,0,64,3,0,0,19,0,0,0
2020-06-28,161,12009,282,46,0,2819,31,31,0,9190,251,15,0,390,1,8,0,86,0,7,0,6968,189,1,0,374,4,1,0,64,3,0,0,19,0,0,0
